"country","state","respondentId","surveyStatus","studyId","title","Q1","Q2","Q3","Q4","Q5","Q6-1","Q6-2","Q6-3","Q6-4","Q6-5","Q6-6","Q6-7","Q6-8","Q6-9","Q6-10","Q7","Q8-1","Q8-2","Q8-3","Q8-4","Q8-5","Q9-1","Q9-2","Q9-3","Q9-4","Q9-5","Q9-6","Q9-7","Q9-8","Q9-9","Q9-10","Q10","Q12-1","Q12-2","Q13","Q16-1","Q16-2","Q16-3","Q16-4","Q16-5","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q11","Q14","Q15","wave"
"US","New Jersey","33d9f2be-0834-d6fb-713a-1e7911ddc31f","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","3","4","2","11","11","3","11","11","2","11","11","11","1","2","4","2","3","5","1","11","11","2","11","11","1","11","11","3","11","3","15","1,2,6,7,8,13,14","1,2,7,8,14","4","3","5","1","2","1","1","1","Turmaric oranges ","1","1","2","2","No",,"5","W","us1"
"US","Illinois","5498b919-3ccc-fb7a-8450-834d5d9f7007","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","3","3","2","1","11","11","11","2","11","3","11","11","11","1","2","1","4","5","3","11","11","11","3","1","2","11","11","11","11","3","8","8","2,4,8","3","4","5","1","2","2","1","1","Isolation ","3","3","2","2","None ",,"1,2","200 mg bid","us1"
"US","Florida","1449d9c8-5249-1a0e-8f6a-16fb2b36b66b","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","5","6","1","4","1","11","11","11","3","11","2","11","11","11","3","1","2","4","5","3","11","11","2","3","1","11","11","11","11","11","1","15","15","15","2","4","3","5","1","1","1","1","devised a plan to separate myself from family should known exposure or illness occur","2","2","1","1","no","5",,,"us1"
"US","Delaware","9c10a905-1cdb-6f4d-53c7-191616a60310","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","3","3","2","2","11","11","11","11","3","11","1","11","11","2","2","5","4","1","3","1","3","11","11","11","11","11","2","11","11","3","15","15","15","4","5","3","2","1","4","4","1","Social distancing ","3","2","2","1","None",,,,"us1"
"US","Utah","c47b1c13-21ab-407f-b120-de9fbcb20694","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","4","4","2","2","3","11","11","11","1","11","11","11","11","1","5","4","3","1","2","11","11","11","11","3","11","11","1","11","2","3","15","15","15","1","4","2","5","3","1","1","1","limited exposure,  hand washing, sanitizing","2","2","1","2","no",,,,"us1"
"US","Rhode Island","11a833a8-812f-3e28-7a62-c9aefd42efb7","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","4","5","3","1","11","11","3","11","2","11","11","11","11","2","1","2","4","3","5","11","11","11","11","3","11","2","1","11","11","1,2","4,5,15","3,4,5","4","4","5","2","3","1","2","1","1","removing clothes at hospital","2","2","1","2","no","2",,,"us1"
"US","California","4393285d-b21e-1046-202b-c574b2fca5cd","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","5","1","1","11","11","2","11","11","11","3","11","11","1","1","5","4","2","3","11","1","11","3","11","11","11","11","2","11","3","15","1,2,7,8,10","15","1","5","4","3","2","2","3","1","changing clothes often, showering often","2","2","3","2","N/A",,"5","2","us1"
"US","Maryland","e143daad-3de3-2948-fc6f-1a02e063c0ef","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","6","7","4","1","11","3","11","11","11","11","2","11","11","1","1","3","2","5","4","3","2","11","11","11","11","11","11","1","11","2","15","2,8,9,10","7,8,13","3","4","2","5","1","1","1","1","Decontamination ritual once coming home. Twice daily temperature checks. Social distancing. Hand Hygeine wverywhere. ","1","1","1","2","Hospital administrators muzzeling Doctors and Nursesamd Reprimanding fir even asking questions. ","4","6","don’t know","us1"
"US","Arkansas","82213d1e-bc01-a3ae-a158-88ed1b4604c5","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","4","5","5","3","1","11","2","3","11","11","11","11","11","11","3","2","3","1","5","4","11","11","11","1","11","3","11","11","2","11","3","15","3,4,5","4","1","5","3","4","2","1","1","2",,"2","2","2","3","No",,,,"us1"
"US","North Carolina","27a05361-f898-294f-e40d-5c90be7e8710","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","5","6","6","2","1","11","3","11","11","2","11","11","11","11","1","1","5","4","2","3","2","1","11","11","11","11","11","3","11","11","1","15","15","15","1","2","5","3","4","2","1","1","Separate quarantine room","2","3","1","3","None","3",,,"us1"
"US","Florida","b0c2b078-e590-715f-301f-8638b0b8a830","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","3","3","2","2","11","11","11","3","1","11","11","11","11","2","1","2","4","5","3","11","2","3","11","1","11","11","11","11","11","2","15","2,8","15","3","5","4","1","2","2","2","1","shower, sanitizer, mask","2","2","1","1","none","3","5","1","us1"
"US","Washington","9e301029-0dad-45c0-84a6-be9ca93614fe","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","2",0,"4","4","1","1","11","11","11","11","2","11","11","11","3","2","1","3","4","5","2","3","1","11","11","2","11","11","11","11","11","3","15","15","15","5","4","1","3","2","2","1","2",,"2","1","2","2","none",,,,"us1"
"US","Virginia","a605bc71-41ae-aae2-639d-5d1a85abbc24","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","2","2","2","1","11","11","11","2","11","11","3","11","11","2","2","4","5","1","3","11","11","11","3","2","11","1","11","11","11","2","2,3,4,7,9,14","1,5,6,8,10,11,12","1","1","5","4","2","3","2","2","1","—","2","2","3","2","—","3","4","2","us1"
"US","Iowa","c5cc2131-fc0e-2eaf-e61d-ffe6e97a9893","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","5","5","2","3","11","11","2","11","11","11","1","11","11","1","5","4","2","3","1","11","11","11","2","11","3","11","11","1","11","3","15","15","15","1","4","3","5","2","1","1","1","Daily showers on coming back and sanitizing everything i get into the house","2","1","2","2","None",,,,"us1"
"US","Pennsylvania","255dacdd-afd5-1855-c669-d4443dc9c4ac","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","4","5","4","1","1","11","11","11","3","2","11","11","11","11","2","1","3","4","2","5","11","11","3","11","11","2","11","11","1","11","1,2","3,4,5,6","2,8","15","3","5","2","4","1","3","2","1","remove clothing outside home, shower on rntry","3","1","1","1","ok","5","6","1","us1"
"US","Florida","2f6e54ed-7bd7-aef1-89b9-c1ece8e3d30b","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","5","3","2","11","11","11","11","11","3","11","11","1","1","4","5","2","3","1","11","11","3","11","11","11","11","11","2","1","3","15","15","13,14","3","5","4","2","1","3","3","1","washing hands often, changing clothes as soon as come back from work","3","3","1","3","what can we do to convince President Trump that we need to continue this until the situation improves instead of re-opening country for economic benefit?",,,,"us1"
"US","Mississippi","6cea2a9c-ed5f-a101-b69a-7e4af96b6bea","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","3","3","1","11","11","11","11","2","1","3","11","11","11","2","4","1","3","5","2","11","3","11","2","11","1","11","11","11","11","2","15","2,4,5,6","15","3","4","2","5","1","2","3","1","Leaving all clothes worn to clinic and hospital outside until ready to wash","3","2","2","2","Na","3",,,"us1"
"US","Florida","cb7e83e3-2e45-9ebb-5d94-2760f5515436","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","5","2","3","11","11","2","11","1","11","11","11","11","1","1","2","4","5","3","11","11","11","11","3","1","11","11","2","11","1,2","2,3,4,8,13","2,3,4,8,13","2,8,13","1","4","3","5","2","1","1","1","Altered everything- social distance from my famil as I am anICU doctor","1","2","2","3","No","5","5,6","1","us1"
"US","Georgia","8ae2615d-1be2-321c-212b-6f7c9d8922fb","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","2","3","2","11","11","3","2","11","11","1","11","11","11","3","5","2","1","3","4","11","3","11","11","11","11","2","11","1","11","2","1,2,3,4,5,11,14,15","6,7,8,9,10,12,13","7,11","5","3","4","2","1","3","2","2",,"2","2","2","1","Ok","5","4","2","us1"
"US","New Jersey","0a4bca91-20d7-defb-0f3b-315654e88aac","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","6","6","4","1","11","11","11","3","2","11","11","11","11","1","2","5","4","1","3","2","1","11","11","11","11","11","11","3","11","1,2","15","15","15","1","5","4","3","2","1","1","1","decon routine","1","1","1","3","nill","4",,,"us1"
"US","New York","84cbd4d1-5610-0e97-af59-cb21ae2709d9","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","6","7","2","1","11","3","2","11","11","11","11","11","11","1","3","4","2","5","1","11","11","11","11","1","2","11","11","3","11","1,2","4","2,4","15","3","4","2","5","1","1","1","1","Limit contact, separate bedrooms","1","1","1","2","No","4",,,"us1"
"US","New Jersey","b9540e1c-fd04-4316-fcfc-c8125b95738b","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","2",0,"3","2","2","1","11","3","11","11","11","2","11","11","11","2","4","2","3","5","1","11","11","3","2","1","11","11","11","11","11","2","2,4,5,8,9,10,13","2,4,5,8,9,10,13","2,4,5,6,8","3","4","2","5","1","2","2","1","Isolation ","2","2","2","1","No","3","6","5","us1"
"US","Kansas","1cfc2393-086e-7af6-3167-594fa519b818","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","3","3","3","2","11","11","11","11","1","3","11","11","11","2","3","2","4","5","1","11","3","11","1","11","2","11","11","11","11","1","15","2,5,8,10,13,14","2,8,14","3","4","2","5","1","2","1","1","change before coming in","2","2","1","1","thanks","4","6","I havent","us1"
"US","New Jersey","0a701ac5-784e-7a24-8390-dd425524cb3f","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","6","6","3","2","11","3","11","11","1","11","11","11","11","1","1","2","4","5","3","11","1","11","3","11","2","11","11","11","11","1,2","2","2,3,4,5,6,7,8,13","2,7,8,13","2","4","3","5","1","1","1","1","staying in a hotel while i work in the hospital","1","1","1","3","no, topics were well covered","4","6","5","us1"
"US","California","e99161cb-e66b-4427-5adb-f7feda4686a7","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","6","6","2","3","11","1","11","11","2","11","11","11","11","2","1","5","3","2","4","11","3","2","11","11","11","11","1","11","11","3","15","15","15","1","5","4","3","2","2","1","2",,"2","2","1","2","no",,,,"us1"
"US","Illinois","72ecc77f-be8d-1e47-c970-ae1883e96e0e","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","6","6","3","2","11","3","11","11","1","11","11","11","11","1","1","5","4","3","2","11","1","11","2","11","11","11","11","3","11","1,2","7,8,10","1,2,3,4,5,13,14","7,8,10,13","1","5","4","2","3","1","1","1","Zinc","1","4","1","3","I think those of healthcare workers on the front line (e.g. hospitalists, ICU docs, etc.) (not outpatient dermatologists and pain docs) need to get some special privileges from retailers during this time.  I've been at the hospital every other day.  Now, I need paper towels, Clorox wipes, and toilet paper for my family, and none is left on Amazon, Walmart, and Target!  I didn't ""panic buy"" these things because I was working.  Now, Clorox wipes and toilet paper are getting price gouged at $25-50/roll on eBay!?  I understand the laws of supply and demand, but we wouldn't price gouge a patient in their time of need.  This is simply unfair because we need these basic things more than than the general population.","5","6","2","us1"
"US","South Carolina","8bdecce4-44fc-6597-5f29-ffbf7e5bffa9","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","4","6","6","2","1","11","3","11","11","2","11","11","11","11","2","4","1","5","2","3","2","11","11","11","11","11","3","1","11","11","3","15","15","15","1","5","2","4","3","2","2","1","avoiding contact with others outside immediate family","3","2","2","2","none",,,,"us1"
"US","California","49266a57-a65a-e4f3-ef32-2dfc61e63f96","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","5","1","1","11","11","11","11","11","11","3","2","11","2","1","3","2","4","5","11","11","11","1","3","11","11","2","11","11","3","15","15","15","5","3","4","2","1","1","1","1","increased hand/surface washing, relative distancing","2","2","2","2","No",,,,"us1"
"US","Washington","eb7d7027-b66a-cc67-6c91-455b829e5a4d","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","4","6","6","3","11","11","11","11","1","11","3","11","11","2","2","5","4","3","1","2","11","11","2","3","11","11","11","11","11","1","1","15","15","15","5","3","2","1","4","1","1","1","Sleeping in a different room. Showering once returning home ","1","1","1","3","None","4",,,"us1"
"US","Kentucky","7b677688-9485-e4e1-11fd-77de361aec72","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","4","5","2","2","11","11","11","11","1","11","3","11","11","1","1","3","2","5","4","3","11","11","11","11","11","1","2","11","11","3","15","1,4,6","1,6","4","3","2","5","1","1","1","1","taking off clothes i’m mid room, gel-ing upon arrival, no one go anywhere","2","2","2","3","no",,,,"us1"
"US","Oregon","63680768-fd56-c709-343f-f1bfb2969760","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","6","5","3","2","11","3","11","11","1","11","11","11","11","1","1","3","4","5","2","11","1","11","2","11","11","11","11","3","11","3","15","15","2,8","5","4","3","2","1","2","2","1","Wash station in garage ","1","2","1","2","No",,,,"us1"
"US","Arizona","885cfdc3-a8fd-3f24-99e0-ab23b24ad926","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","7","7","6","2","11","11","3","11","11","1","11","2","11","11","1","1","4","2","3","5","11","1","2","11","11","11","3","11","11","11","3","15","15","15","3","5","4","2","1","1","1","1","Limited contact. Not sharing bathrooms.","2","2","1","2","No",,,,"us1"
"US","New York","b5d8e992-93be-19b4-dc16-9e82e789fd33","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","5","5","2","11","11","1","2","11","3","11","11","11","11","2","3","4","2","1","5","3","11","11","2","11","1","11","11","11","11","1,2","3,4,5,6","2","3,4,5,6","4","5","3","2","1","2","2","1","distancing","3","2","2","2","na","3",,,"us1"
"US","New York","34f8f180-d369-b335-2e1d-16c68aa05ea4","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","5","2","1","11","11","11","3","2","11","11","11","11","2","1","4","3","2","5","11","2","11","11","11","11","11","1","3","11","3","4,5,6","4,8,13,14","4","3","2","4","5","1","1","1","1","Changing clothes immediately, strict hand waging showering immediately at home","2","3","1","2","Antibody testing ",,"6","1","us1"
"US","Minnesota","23ccf39f-0b06-82e3-0024-a8fbbe98fe82","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","3","5","5","2","1","11","11","11","2","11","3","11","11","11","1","2","4","5","3","1","11","3","11","11","2","11","11","1","11","11","1","15","15","15","2","5","3","4","1","1","1","1","Strip&shower. 2 meter distance with all except husband ","2","1","1","3","Immunology tests for recovery/ minimally or a symptomatics especially for Healthcare workers. How good is post infection immunity ? ","2",,,"us1"
"US","New York","8890c120-c57d-f9fa-4362-6ef7eb1b2f22","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","4","5","5","4","2","11","1","11","11","11","3","11","11","11","2","2","1","5","4","3","11","2","3","11","11","1","11","11","11","11","3","15","15","15","3","5","2","4","1","1","1","1","None","1","1","1","1","None",,,,"us1"
"US","New Hampshire","001d6cd7-994d-8fd6-1b33-76f4832ab51e","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","4","6","7","2","3","11","11","11","2","1","11","11","11","11","1","4","1","3","5","2","11","3","2","11","1","11","11","11","11","11","3","15","15","15","1","5","2","4","3","1","1","2",,"1","2","2","2","need more PPE to HCW",,,,"us1"
"US","Michigan","f48509ca-364c-1d3b-764c-fb1facc6f49c","Completed","5d88f10b-1bcb-4ebb-bd1a-1983610b6112","Share your opinions & medical knowledge on COVID-19","3","2","5","5","2","1","11","2","3","11","11","11","11","11","11","1","1","2","3","5","4","11","2","11","11","11","1","11","11","3","11","2","15","1,2,3,4,5,6,7,8,9,10,11,12,13,14","2,7,8,9,13","3","5","2","4","1","1","1","1","Separation take off hospital clothes. No shoes. Shower immediately ","1","2","1","2","No","6","5,6","2","us1"
