"country","specialty","respondentId","surveyStatus","studyId","title","Q1","Q2","Q3","Q4","Q5","Q6","Q7-1","Q7-2","Q7-3","Q7-4","Q7-5","Q7-6","Q7-7","Q7-8","Q7-9","Q7-10","Q8","Q9","Q10","Q12","Q20-1","Q20-2","Q20-3","Q20-4","Q20-5","Q21","Q22","Q23","Q24","state","Q11","Q13-1","Q13-2","Q14-1","Q14-2","Q16-1","Q16-2","Q16-3","Q16-4","Q16-5","Q16-9","Q18","Q19","Q16-6","Q16-8","Q16-7","Q15","Q16-10"
"TR","Endocrinology","7b56b220-3dfd-22f4-8f4b-9b647c06e036","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","2","2","1","1,2,3,4,5,6,7,8,9,10","3","2","11","11","1","11","11","11","11","11","3","1","1","1","5","4","2","1","3","1","2","2","1",,"3","4,5,6","3,4,5,6","2,4,5","1,2,3,4,5,7,8,9","5","6","4","5","6","4","6","2,4",,"3","4",,
"RU","Pediatrics (excluding surgery) - Pulmonology/Respiratory Medicine","e798df2a-fdad-6caa-3ba8-c58524a74a87","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","1","3","1","1,4,9","11","11","1","2","11","11","11","3","11","11","1","1,2,3,4","1","2","2","5","4","1","3","4","2","1","3","Krasnojarskij kraj","3","1,2","8","12","1,3","7",,"7",,,,,,,,,,
"RU","Hematology","393adf12-3efc-135e-1e12-ba557816f971","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","4","1,2,3,4,8","2","11","11","3","11","11","11","1","11","11","2","1","5","1","3","5","2","4","1","1","1","3","2",,,,,,,,,,,,,,,,,,,
"AT","Internal Medicine","2f37ed91-3964-8e02-1b84-25c7ef6db53b","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","1","1,2,4","11","11","11","1","11","2","11","3","11","11","1","2","1,3,4",,"3","4","2","5","1","1","3","3","1","Oberösterreich","2","1,2,4,5,6","3,7","2,4,5","1,3,6,7,8,9,10","2","4","4","4","5","5","5","2","3","5","5",,"4"
"NL","Intensive Care / Critical Care Medicine","ddbedfff-3351-a3e7-b222-987e609469ef","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","2","3","1,2,4,7,8","3","11","11","11","11","1","11","11","2","11","1","1,2","1,3",,"3","4","2","5","1","3","2","4","3",,"2","3","3","4","1,4,7","3",,,"5",,,"4,6","2",,,"4",,
"RU","Endocrinology","38a1e8fd-27fd-7c48-61b5-0d92630f7040","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","6","1","2","1","1,2,4,7","2","11","11","11","3","1","11","11","11","11","2","1,2","1,4","2","1","4","2","5","3","2","2","2","2","Moskovskaja oblast'","2","1,2,3,4","1,2,3,4","2,4","1,2,4,6","3","4",,"4",,,"5,6","5","4",,,,
"FI","General Practice (GP)","2cf36302-8702-fc74-c289-6275f59e7066","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","6","1","2","1","1,2,7","1","11","11","11","11","2","11","11","11","3","1","1,2,3","1","1","2","5","4","3","1","4","2","2","2",,"3","8","8","12","12",,,,,,,,,,,,,
"RU","Dermatology","e494405b-4fe5-6348-18b3-cfa7388cef36","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","2","1,2,5,6,8","1","2","11","11","11","11","3","11","11","11","2","2,3","5","2","3","4","2","5","1","1","1","2","1","Sankt-Peterburg",,,,,,,,,,,,,,,,,,
"DK","General Practice (GP)","b23d1dc8-e4c3-747d-0bca-9295e56cf7d3","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","4","2","1","2,3,7,8","2","11","11","11","11","1","11","11","3","11","1","2","5","2","2","5","4","1","3","2","2","1","2",,,,,,,,,,,,,,,,,,,
"TR","Surgical Oncology","0215c0c3-e5e8-7b35-7d07-780ba97b869a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","1",-1,"2","1","4","5","1","11","11","3","11","2","11","11","11","11","2","1","1","2","1","3","5","2","4","3","2","1","1","Erzincan","2","1,2,3,4,5,7","6","12","1,6,9","3",,,,,"3",,,"2",,,,
"TR","Internal Medicine","e2639fb7-3d09-895f-d58c-879c020382c6","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","2","2","1","1,2,3,4,5,6,7,8","2","11","11","11","11","3","11","1","11","11","1","3","1,2,3,4",,"2","5","1","3","4","1","3","3","2","Kayseri","2","3","3","1,2,4","1,2,4","1","2",,"2",,,"1,2,5,6","1",,,,,
"CH","Dermatology","02f6fee0-6e5f-8742-6152-99e2bf34407a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","4",7,"1","4","4","7,10,Regularly wash hands","11","1","11","11","11","11","11","2","3","11","4","2,3","5","2","4","5","3","2","1","1","4","1","1",,,,,,,,,,,,,,,,,,,
"SE","General Practice (GP)","99356626-759d-5c66-6a85-c7909c6c2213","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","1","4","3","1,2,5,6,7,8","2","11","11","3","11","1","11","11","11","11","1","2","5","2","4","5","3","2","1","1","1","4","3","Västra Götalands län [SE-14]",,,,,,,,,,,,,,,,,,
"PL","Dermatology","ff6a484c-48b3-36b0-4e4a-d3f117407f9d","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","3","1","1,2,3,4,5,6,7,8,9,10","2","11","11","1","11","3","11","11","11","11","1","1","5","1","4","5","2","3","1","2","3","4","3",,,,,,,,,,,,,,,,,,,
"CH","Rheumatology","5f1cc42b-d2e0-ef01-4a9e-d1391b3cbbbe","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","3","2","4","1,2","3","11","11","11","11","2","1","11","11","11","2","2","2",,"2","5","4","3","1","2","2","2","2","Basel-Landschaft",,"3","8","12","12",,,,,,,,,,,,,
"DK","Internal Medicine","3ac400eb-6193-ec5a-d756-552c0b8b0e67","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","7","2","1","1,2","2","11","11","3","11","1","11","11","11","11","1","1","5","2","4","2","3","1","5","1","2","2","2",,,,,,,,,,,,,,,,,,,
"GR","Cardiothoracic surgery","e1cfd1ee-12d8-dfb1-58f9-36d99d2c9e58","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","7","1","3","1,2,5,6,7,8,9","1","11","3","2","11","11","11","11","11","11","1","2,3","5","2","4","5","2","3","1","1","2","3","2","Thessaloniki",,,,,,,,,,,,,,,,,,
"CH","General Practice (GP)","cc272b94-d458-e17a-64b5-b21087a81f19","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","1","2","4","1,2,8,frequent hand washing","11","3","2","1","11","11","11","11","11","11","2","2","1,2",,"4","5","3","2","1","2","1","4","2","Vaud","2","3","3","5","5",,,,,"4",,,,,,,,
"PL","Psychiatry","5774ee74-6644-c0aa-184e-648f4f4117f8","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","4","3","2","1,2,3,4,5,6,7,8,9,10","1","11","2","11","11","3","11","11","11","11","1","1,3","5","1","5","3","4","1","2","2","2","2","2","Mazowieckie",,,,,,,,,,,,,,,,,,
"NL","Pathology Laboratory","1da310c0-0e49-1aa2-6153-5b5f32b6c052","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","1","3","3","1,2,7,8,Wash hands when come home, after meet people, before meal, after toilet","1","11","11","3","2","11","11","11","11","11","3","2","1,3,4",,"2","3","4","5","1","1","1","1","2","Groningen","2","8","8","1,3,4","2,4,5","1","1","1","5","7",,"6","1",,,,,
"TR","Ophthalmology","29958e7f-971e-778d-7282-7df876183444","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","1","1,2,5","11","11","11","1","11","11","11","2","3","11","2","1,2,4","5","2","3","4","5","2","1","2","2","4","2","İzmir",,,,,,,,,,,,,,,,,,
"PL","Diabetology","bd7e1063-e12e-5357-84a3-1fc1ad43efb5","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","3","3","1,2,3,6,7,8","1","11","11","11","11","2","11","11","3","11","1","2,3","5","1","2","3","5","4","1","4","1","2","1",,,,,,,,,,,,,,,,,,,
"RU","Gastroenterology","47a81ffd-b8c2-40db-ffa6-c8bbee87954b","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","1","1","1,2,3,4,5,6,7,8,9,10","11","11","11","11","3","1","2","11","11","11","3","1,2,3,4","5","1","4","5","3","1","2","1","2","2","1","Rostovskaya oblast'",,,,,,,,,,,,,,,,,,
"RU","Cardiology","c4d524a4-d4e7-2332-31c8-ac5b2363aeed","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","1",-1,"3","2","5","1,2,3,4,5,6,7,9","1","11","2","11","11","3","11","11","11","11","2","1,2,3","3",,"5","4","3","1","2","1","2","2","2","Sankt-Peterburg",,"1,2,4,6","1,2,4,6","2,3,4,8,9","2,3,4,8,9",,"2","3","3",,"2","5,6","1",,"3",,,
"TR","Family Medicine / Practice (FP)","db0360e8-dc81-784b-9fd8-9e28bdf57502","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","1","2","3","1,2,8","1","11","2","11","11","3","11","11","11","11","1","2","1","2","3","4","2","5","1","2","3","2","2",,"2","1","8","12","1,2,4","4","5",,"5",,,"5","2",,,,,
"BE","Anesthesiology","e6133bff-7107-f5d1-ffec-386724a2191e","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"4","2","3","1,2,4,5,6,7,9","1","11","11","3","11","2","11","11","11","11","2","1,2","5","2","3","4","2","5","1","2","2","2","2",,,,,,,,,,,,,,,,,,,
"GR","Pediatrics (excluding surgery)","a7bec0fd-8e54-dbb2-d569-18b6e192270f","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","1","3","1,2,3,4,5,6,8","11","11","2","1","11","11","3","11","11","11","2","1,2","5","2","3","5","1","4","2","1","2","3","2",,,,,,,,,,,,,,,,,,,
"SE","Anesthesiology","aa5e81fa-680e-2765-960a-8020a5f47dbc","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","2","3","1,2,7","11","11","11","1","3","11","11","11","2","11","2","1,2","5","1","4","5","3","2","1","2","2","2","2",,,,,,,,,,,,,,,,,,,
"RU","Pulmonology/Respiratory Medicine","cf404b51-8230-a24e-7836-2b7ed60b56f6","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","1","1","1","1,2,4,6,7","3","11","11","11","2","11","1","11","11","11","3","2","1,2,3",,"3","5","4","1","2","2","1","2","2","Voronezhskaya oblast'","2","1,2,3,4,5,6","8","1,2,3,4,5,9","2,3,4,5,6,7,8,9","1","4","3","4","4","4","4,5,6","1","4","5","5",,
"CH","Nuclear Medicine","d982907d-f84d-8599-5558-99cdc3b06e33","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","6","2","3","1,2,4,7,8,9,wash hands frequently, sanitize hands after touching exposed items in public, wash face after getting home from outside ","1","11","2","11","11","3","11","11","11","11","1","1,2,4","1,2",,"4","5","3","2","1","2","1","4","3","Basel-Stadt","2","1,2,3,4,5,6,7","2,3,4,5,6,7","1,2,3,4,5,10,11","6,7,8,9,11","3","2","4","3","5","4","5","2","5","7","5","AT1-receptor blocker","3"
"RU","Infectious Diseases","3f710993-b321-4ca1-d832-7cc75fb8b7bf","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","5","2","3","1,2,4","1","11","11","11","3","2","11","11","11","11","3","2","2",,"5","3","2","1","4","2","2","2","2","Sverdlovskaja oblast'",,"8","8","3,4,6","1,3,4,6","4",,"6","5",,,"5","1","5",,,,
"TR","Pediatrics (excluding surgery) - Psychiatry","ca5305ba-07dd-afa2-6a59-2dcb3166802a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","6","4","1","1,2,4,5,6,7,8,9,10,No panic","1","3","11","11","11","2","11","11","11","11","1","1,2","1,2,3",,"2","5","3","4","1","1","1","2","3","Ankara","6","1","1","1,2,4,9","1,2,4,9","2","2",,"3",,"2","1,3,4,5,6","1,5",,,,,
"PL","Cardiology","495510f4-386a-f72c-8264-09f180cfd34f","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","1","3","1","1,2,3,4,5,6,7,8","2","11","11","11","3","1","11","11","11","11","1","1,2,3","1","1","3","4","2","5","1","4","1","3","1",,"3","3","3","12","12",,,,,,,,,,,,,
"RU","Neurology","8fb5fe79-247d-1aff-d004-ca350d661182","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","3","1","1","2","11","3","11","11","1","11","11","11","11","2","1,2,3","5","1","5","4","3","2","1","1","2","2","2",,,,,,,,,,,,,,,,,,,
"GR","General Surgery","0e01ab57-5053-2579-14d0-93989fe51d89","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","6","2","4","2,3,5,6,7,10","2","11","3","1","11","11","11","11","11","11","1","1,2,3","4","1","4","5","1","3","2","2","2","4","3",,,,,,,,,,,,,,,,,,,
"PL","Family Medicine / Practice (FP)","803ce423-6e44-d872-6e66-bfdcbb9b38f2","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","6","3","3","2,3,4,5,6,7","1","11","3","11","2","11","11","11","11","11","1","1,2","4","1","4","3","5","1","2","2","2","3","2","Dolnośląskie",,,,,,,,,,,,,,,,,,
"BE","Psychiatry","a763fb1e-65ef-5ac8-9dc4-dcf7558af73a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","1","3","1,2,7,8","2","11","11","11","3","1","11","11","11","11","3","1","1,3,4",,"4","5","3","2","1","2","1","3","2","Oost-Vlaanderen","2","1,3","1,3","11","11",,,,,,,,,,,,"antipsychotic",
"CH","General Practice (GP)","56a4496f-771b-0481-02b4-0164a20b8852","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"4","2","3","1,2,7,8,9,10","2","3","11","11","11","1","11","11","11","11","2","2,3,4","5","2","4","5","3","2","1","4","2","3","2","Freiburg",,,,,,,,,,,,,,,,,,
"RU","Urology","a1f1fb5c-c0d6-0de8-6eb1-1b12b0539131","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"3","2","1","1,3,4","1","2","11","11","3","11","11","11","11","11","1","1","5","1","4","5","1","3","2","2","3","2","2",,,,,,,,,,,,,,,,,,,
"BE","Anesthesiology","46009536-fef5-baca-d12d-9ce7874180a8","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","7","2","3","1,2,4,5,7,8,Wash hands frequently! ","2","11","11","11","11","1","11","11","3","11","2","1,2,Take temperature","1,3,4",,"3","5","2","4","1","2","2","3","2",,"2","1,2,4,6","8","1,2,4,5","12","1","2",,"1","2",,"2,5,6","3",,,,,
"TR","Family Medicine / Practice (FP)","6f87edd1-d9f0-de49-2c9a-1874a802f651","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","4","3","1,2,3,5,8","1","11","3","11","11","2","11","11","11","11","1","1,2","2",,"3","5","2","4","1","2","2","1","3","Sinop",,"1,3","1,3","1,2","1,2,5,7,9","2","2",,,"3","3",,,,,"2",,
"RU","Pediatrics (excluding surgery)","c6c76ebf-c266-5b3a-3121-2a311503f188","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","7","3","3","3","1,2,7,8","1","11","11","11","11","2","3","11","11","11","1","1,2,обратиться к врачу","5","2","5","2","3","1","4","2","2","3","2",,,,,,,,,,,,,,,,,,,
"TR","Internal Medicine","a421c39b-cec2-a264-4678-2d563d6c025b","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","3","1","1,2,4,5,6,7,9,10","1","11","11","11","11","2","3","11","11","11","2","1,2","5","1","4","3","1","5","2","1","1","4","2","Ankara",,,,,,,,,,,,,,,,,,
"NO","Psychiatry","d709d25a-f842-b41a-99c4-07ba88c8683f","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","3","2","3","1,2,7","11","1","11","2","11","3","11","11","11","11","3","1,2","1","2","4","5","3","2","1","2","2","2","2","Buskerud","2","8","8","12","12",,,,,,,,,,,,,
"TR","Physical Medicine & Rehabilitation (Physiatry)","ffd24440-85bb-dd14-0ca4-4dd45760b653","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"2","3","1","1,2,3,4,5,6,7,8,9,10","2","11","3","11","11","11","11","1","11","11","1","1","5","1","4","3","2","5","1","2","1","2","2",,,,,,,,,,,,,,,,,,,
"GR","General Surgery","e08bccf6-a2c1-66f3-fc8e-75735eb92227","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","1","3","1","1","1,3,8,9","11","2","3","11","11","11","11","1","11","11","2","2,4","5","1","5","4","2","3","1","2","2","2","2","Thessaloniki",,,,,,,,,,,,,,,,,,
"RU","Neurology","48270782-6bf8-476b-12e1-64de72d9304b","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","5","4","4","3","1,3,4,6,7,8,9","1","11","11","11","2","11","11","3","11","11","1","1,2","1,2,3",,"4","3","1","5","2","2","2","2","3",,"6","2,4","2,4","1,2,3,4","1,3,5","2","2","2","2","1",,"5","5",,,,,
"SE","Ophthalmology","e33b6ec5-bbed-6dd2-9928-7d96cee4c4fd","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","2","3","1,2","1","11","3","11","11","11","11","2","11","11","1","1,2","5","2","4","5","1","3","2","4","2","1","2",,,,,,,,,,,,,,,,,,,
"RU","Neurology","bb7669fa-a1f7-ddfb-bc0d-134df663e77b","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","4","1","3","6","11","11","11","11","2","11","1","3","11","11","4","4","4","2","5","3","2","1","4","1","4","3","1","Sankt-Peterburg",,,,,,,,,,,,,,,,,,
"DK","General Practice (GP)","19238e12-c381-f32a-9e61-1ba57b696adb","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","3","1","4","1,2","11","11","3","11","11","11","11","2","1","11","2","2","1,2",,"4","5","1","3","2","2","1","2","2","Sjælland","2","8","8","12","12",,,,,,,,,,,,,
"SE","Pulmonology/Respiratory Medicine","e2e8a57c-a5ee-3d92-93cc-45fdf32432e3","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","4","5","2","1","2","1","11","11","11","3","2","11","11","11","11","1","1","5","1","3","5","4","2","1","2","2","2","2","Skåne län [SE-12]",,,,,,,,,,,,,,,,,,
"RU","Internal Medicine","3bcd33eb-a660-935d-a28e-eb4048f0208a","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","6","6","2","4","1,2,3,4,5,7,8","3","11","11","11","11","2","1","11","11","11","2","1,2","5","2","4","5","3","2","1","2","3","2","2","Kirovskaja oblast'",,,,,,,,,,,,,,,,,,
"AT","Hematology Oncology","c757b079-b6c3-858c-8932-301fe7825769","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","4","1","1","1,2,4,5,6,7","2","11","11","1","11","3","11","11","11","11","1","1,2","1","1","3","4","2","5","1","2","1","3","2","Niederösterreich","2","6","6","12","12",,,,,,,,,,,,,
"AT","Ophthalmology","ed82126a-e536-0f3f-c62d-392a3dcdb82e","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","2",0,"3","1","3","1,2,7,9,10","2","11","11","11","3","1","11","11","11","11","2","1,2","5","1","5","4","3","2","1","2","2","2","2","Wien",,,,,,,,,,,,,,,,,,
"RU","Ophthalmology","13f8d41a-fc50-c794-b8f1-ce9fa50c6798","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","3","2","1","1,2,4,7,8","11","11","11","3","1","2","11","11","11","11","1","1,2,3","5","2","4","5","3","2","1","2","2","2","3","Rostovskaya oblast'",,,,,,,,,,,,,,,,,,
"RU","Anesthesiology","1d0024ad-33c3-f154-7748-8c00625fb692","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","3","2","3","1,3,5,7","1","11","11","11","11","3","11","11","2","11","1","1,2","5","1","2","1","4","3","5","2","2","3","3",,,,,,,,,,,,,,,,,,,
"GR","Hematology","b868e360-4690-3569-c231-c2dcf779b551","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","3","5","1","1","1,2,3,4,5,6,7,8","11","11","11","2","1","11","3","11","11","11","1","2","1","2","2","5","3","4","1","4","1","3","2","Attiki","2","8","8","2,4","2,4,7,8",,"3",,"3",,,"5,6","1",,"3","7",,
"AT","General Practice (GP)","682992cf-d4fb-30f4-615f-45e7acfdad98","Completed","eebf48cb-91b4-4b43-8298-d296149f4c9f","Share your opinions & medical knowledge on COVID-19","3","2","5","2","1","1,2,4","3","11","2","1","11","11","11","11","11","11","2","1,2","5","1","4","3","2","5","1","2","2","3","2","Niederösterreich",,,,,,,,,,,,,,,,,,
