"country","specialty","state","respondentId","surveyStatus","studyId","title","Q1","Q2","Q3","Q4","Q5-1","Q5-2","Q5-3","Q5-4","Q5-5","Q6","Q7","Q8","Q15","Q16","Q17","Q18","Q19","Q20","Q22","Q24-1","Q24-2","Q24-3","Q25","Q26","Q23","Q9","Q10-1","Q10-2","Q12-3","Q12-4","Q12-5","Q12-7","Q12-9","Q14","Q21","Q12-2","Q12-10","Q11","Q12-1","Q12-6","Q12-8"
"IN","Cardiology","Maharashtra","afc8e55e-a135-4cf8-b421-1efeca4f2524","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","4","5","2",,,,,,"1","5",,,"1","1","5","3,4","1","2","3","1","2","6","2","1",,,,,,,,,,,,,,,,
"IN","Gastroenterology","Delhi","7a1046f0-c263-4b96-92a2-dbb2e70aab85","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","1","HCQ ",,,,,"2","5",,,"2","1","4","1,3,4,5,6","1","1","3","1","3","3","2",,,,,,,,,,,,,,,,,
"IN","Orthopedic Surgery","Uttar Pradesh","6c862877-78ae-4431-a305-9c78461095cf","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","1","PPE & Masks",,,,,"2","5",,,"1","2",,"3,4,5","1","1","3","3","2","6","2",,,,,,,,,,,,,,,,,
"IN","Endocrinology","Karnataka","e45d0904-92f2-4072-8283-f54581921732","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","4","6","1","HCQ",,,,,"1","5",,,"1","2",,"1,2,4,5","2","1","2","1","3","6","2",,,,,,,,,,,"1",,,,,,
"IN","Internal Medicine","Meghalaya","caac7a46-63c2-427f-bb22-bb3278c17379","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","5","1","Lopinavir","Ritonavir","Tocilizumab","Remdesivir","Convalescent sera","1","5",,,"1","1","4","1","1","1","1","1","1","2","1",,,,,,,,,,,,,,,,,
"IN","Neurology","Maharashtra","f8a45b5c-3f35-4117-a56c-e824b6a69106","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"3","2",,,,,,"3","5",,,"2","2",,"Kept me and co workers on prophylactic Ayurvedic medicine ","1","1","1","2","1","4","2",,,,,,,,,,,,,,,,,
"IN","Pulmonology/Respiratory Medicine","Tamil Nadu","5fd76fc3-b72e-41ca-a9f4-a90dfe410f23","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","3","1","HCQS",,,,,"1","1","3","2","1","2",,"1,3,5","1","1","1","1","2","1","2",,,,,,,,,,,,,,,,,
"IN","Oncology","Maharashtra","436e1a6e-4795-4a14-96f7-2dee3c4edfe2","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","1","1","None so far",,,,,"2","5",,,"3","1","1","1,3,4","1","1","1","1","1","1","1",,,,,,,,,,,,,,,,,
"IN","Internal Medicine","Maharashtra","93df0e3c-edc1-4681-bfbc-90f3e086e102","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","3","1","Hydroxycholoroquin","Liponavir and Ritonavir ",,,,"2","1,3","3","4","1","2",,"1,2,4,6","1","2","1","1","1","4","2","4","4","1,2,3,4","1,2,3,4,5","4","6","3",,,"2",,"4",,,"5",,
"IN","Ophthalmology","West Bengal","f5d5495f-ffff-4f94-b248-d94b8688d1aa","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","7","1","HCQ","Antiretroviral ",,,,"1","5",,,"2","1","4","1","1","1","3","2","3","2","1",,,,,,,,,,,,,,,,,
"IN","Obstetrics & Gynecology","Maharashtra","88451fdc-a62a-4b11-8560-497a36824a27","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","4","2",,,,,,"1","1","2","1","2","2",,"1,2,3,4,5,6","1","2","1","1","1","6","2","4",,,,,,,,,,,,,,,,
"IN","Internal Medicine","Rajasthan","4f41ad03-f2b9-4b8d-b246-74df7ac16ceb","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","1",-1,"3","1","TAB LOPINAVIR","TAB RETROVIR","TAB OSLETTAMIVIR","TAB CHLOROQUIN",,"1","5",,,"1","2",,"1,2,3,6","1","1","3","1","1","2","2",,,,,,,,,,,,,,,,,
"IN","Orthopedic Surgery","Kerala","ee5e7434-9cdd-435e-9081-54b069932f5d","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","2",,,,,,"2","5",,,"3","1","1","3,4,5","1","1","2","2","2","6","2",,,,,,,,,,,,,,,,,
"IN","Otolaryngology (ORL / ENT)","Tamil Nadu","7893f260-10f1-4430-9788-4fbae978ddce","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","2",,,,,,"2","1","3","2","1","1","4","4","1","2","1","1","1","6","2","1",,,,,,,,,,,,,,,,
"IN","Otolaryngology (ORL / ENT)","Madhya Pradesh","4bdcf220-b1c1-4241-b27b-87567fd1e4e8","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","1","HCQ","Azithromycin","Ivermectin",,,"1","1,2,3","3","4","1","2",,"3,4,5,6","2","2","2","1","3","2","3","3","1","2,11","4,8",,"2",,,,"4","2","2",,"AMOXYCILLIN AND CLAVULANIC ACID 625MG BD FOR 5 DAYS",,,"3"
"IN","Family Medicine / Practice (FP)","Tamil Nadu","feec4a1e-a111-49a9-9a56-3f9caa79471a","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","4","1","2",,,,,,"3","5",,,"2","1","4","1,2,3,4,5,6","1","2","2","3","1","1","3","4",,,,,,,,,,,,,,,,
"IN","General Practice (GP)","Tamil Nadu","ae432761-5850-4fae-9700-3ee8ca04a948","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","1","Hydroxychloroquine ","Azithromycine ",,,,"1","1","2","1","2","1","2","1,2,3,4,5,6","1","2","1","1","1","2","3","4",,,,,,,,,,,,,,,,
"IN","Rheumatology","Rajasthan","3668ecf9-79a6-46e8-ae4e-8ca84da9e542","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","1","None till date ",,,,,"2","5",,,"1","1","3","3,4,5","1","1","3","3","3","3","2",,,,,,,,,,,,,,,,,
"IN","Urology","Haryana","bab05c67-583e-4164-8af9-f642ae21e557","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","2","2",,,,,,"1","5",,,"2","2",,"1,3,4,5,Use of PPE selectively ","1","1","3","3","3","5","2",,,,,,,,,,,,,,,,,
"IN","Rheumatology","Punjab","44262c2d-8f38-43bd-b8c5-fa4326c15d4c","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","1","2",,,,,,"2","5",,,"2","1","3","5","1","2","3","1","1","3","1","4",,,,,,,,,,,,,,,,
"IN","Urology","Karnataka","81d7b4e0-9fce-4f25-9fac-8a3af55e9a34","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","2","2",,,,,,"2","5",,,"1","1","4","6","1","2","1","1","1","4","2","1",,,,,,,,,,,,,,,,
"IN","Intensive Care / Critical Care Medicine","Haryana","c51de8a3-0cf0-499a-94ef-d0d857ff0140","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","4","1","Hydrochloroquine",,,,,"2","1","3","3","1","2",,"3,4,5","1","1","1","1","3","3","2",,,,,,,,,,,,,,,,,
"IN","Pediatrics (excluding surgery)","Karnataka","98b2d4ec-f78f-41e7-8715-74ff532c9fca","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","5","6","1","HCQ","IVERMECTIN","ANTIFLU",,,"1","5",,,"1","1","1","1,2,3,4,5","1","1","1","1","1","3","2",,,,,,,,,,,,,,,,,
"IN","Internal Medicine","Maharashtra","862376dd-8ea5-4b4e-bc5e-0a41e3e0d771","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"3","1","no specific medicines except supportive treatment",,,,,"3","5",,,"2","1","3","5,6","1","2","3","2","3","6","1","1",,,,,,,,,,,,,,,,
"IN","Pediatrics (excluding surgery)","Kerala","fd2f8fed-6b8d-4e99-a1ef-0484b09714ec","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","Hydroxy chloroquine, Azithromycin, Ritinavir,Lopinavir",,,,,"3","5",,,"1","2",,"5","1","1","3","1","3","5","2",,,,,,,,,,,,,,,,,
"IN","Pulmonology/Respiratory Medicine","Karnataka","f6eed5bd-b79a-43b9-b5b2-0b1582a09846","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","3","2",,,,,,"1","3",,,"2","1","3","4,5","2","2","3","2","3","3","2","5","1","2","1,4",,"2",,,,"2","1","2",,,"2",,
"IN","Emergency Medicine","Kerala","b5fdbf1f-2b14-4d41-a64b-238fc4653207","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","4","1","1","None ",,,,,"3","4",,,"1","1","3","1,2,3,4,5,Safe patient care practices ","1","2","1","1","1","6","1","1",,,,,,,,,,,,,,,,
"IN","Diabetology","Maharashtra","ba01e751-8586-4d4f-93d4-1f36c44db2b5","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","1","HCQS ",,,,,"1","5",,,"2","2",,"1,4,5","1","1","1","1","1","1","2",,,,,,,,,,,,,,,,,
"IN","Internal Medicine","Maharashtra","87f778db-457b-40ce-bf32-1b169e2c8cc6","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","4","1","PPE","HCQS",,,,"1","1,3,4","3","4","1","1","4","1,2,3,5,PPE sortage","2","2","1","1","3","6","1","4","1","1,3,4","1,2,3,4,5,9","1","1","1",,"1","1,200 mg 1-0-1 on day 1 then 1-0-0 for 5 days","1","1",,,"1",,
"IN","Pulmonology/Respiratory Medicine","Delhi","162eb86e-bd43-4ce4-a3bf-7426595b98e0","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","1","hydroxychloroquine","lopinavir",,,,"1","3",,,"1","1","4","1,2,3,4,5","1","2","1","1","1","5","2","4","1","1,2,3,4","1,2,3,4","2","4",,,,"2",,"4",,,"3",,
"IN","Cardiothoracic surgery - Cardiac Surgery","Maharashtra","89baaa5b-98fb-41e7-8a84-100be391cf21","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","6","6","1","Chloroquine ","Anti retroviral drugs","Group specific Plasma of recovered from Covid 19","Monoclonal antibodies 180.4",,"1","5",,,"2","2",,"4,5,6","1","1","2","2","2","6","1",,,,,,,,,,,,,,,,,
"IE","General Practice (GP)",,"3427336b-1dcd-4bc4-af89-023277452ae2","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","6","2",,,,,,"2","1","6","2","1","2",,"4,5,6","1","1","1","1","1","5","2",,,,,,,,,,,,,,,,,
"IE","General Practice (GP)","Waterford","dd5bad00-7c7a-484b-a7ea-0ee19531b326","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","4","2",,,,,,"1","1,2","6","4","1","2",,"3,4,5","1","1","1","1","2","6","2",,"1","12","12",,,,,,,,,,,,,
"IE","General Practice (GP)",,"76326145-b04b-4d37-ba5e-d37c261b3999","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","5","2",,,,,,"3","1,2,4","6","5","1","1","4","3,4,5","1","2","2","3","3","4","1","5","2","12","12",,,,,,,,,,,,,
"IE","General Practice (GP)",,"b36b0752-b423-420d-984e-4e6cf9de622d","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","4","2",,,,,,"4","5",,,"2","2",,"5,6","2","1","1","1","1","6","2",,,,,,,,,,,"1",,,,,,
"IE","Pulmonology/Respiratory Medicine",,"8d275382-8bab-4d8d-a839-bac6b12ef39a","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","6","1","X",,,,,"1","1,2,3","3","4","1","1","4","5","2","2","1","1","1","4","2","1","1","4","4",,"2",,,,"1","1",,,,,,
"IE","General Practice (GP)",,"461bb4ae-99ef-4b54-a684-1c3a7b6a9d9e","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","5","1","PPE",,,,,"2","1","5","3","1","2",,"4,5,6","2","2","1","1","1","5","2","5",,,,,,,,,,"1",,,,,,
"IE","Anesthesiology",,"13137ef1-bb02-4582-823d-319b8a96a14b","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","2",,,,,,"3","3",,,"1","1","4","4,5,6","2","1","3","3","2","5","2",,"1","2,3,4,9","2,3,4","2","2",,,"3","2","3","1",,,,,
"IE","Internal Medicine",,"e09bbe3c-1d8e-41e5-a617-8d5575aa01bc","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","5","2",,,,,,"2","1,3,4","2","3","1","1","4","4,5","2","2","1","3","2","1","1","1","1","2,4,5","2,4,5",,"2","1",,,"1","1","2",,,,,
"CH","Obstetrics & Gynecology",,"1f2cbc00-046c-4e48-a6db-6810cf178f55","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","1","2","2",,,,,,"2","5",,,"1","2",,"4","2","1","2","3","3","3","3",,,,,,,,,,,"3",,,,,,
"CH","Obstetrics & Gynecology","Genève","ecc3bfe7-0254-42b4-af81-a4520c4e460a","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"4","1","anesthetics",,,,,"3","5",,,"1","2",,"3,4,6","2","1","2","1","3","3","2",,,,,,,,,,,"3",,,,,,
"CH","Obstetrics & Gynecology",,"311a545d-6bbf-4312-bc68-94901ef1eacc","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"4","1","Désinfection ","Mask ","Azithromycin","Anesthésiants ",,"2","1,2,4","2","4","3","1","3","1,2,3,4,5,6","1","2","1","2","1","3","2","4","2","1,2","1,2",,,,,,,,"2",,,"1",,
"CH","Internal Medicine","Schaffhausen","6e536fd4-3ca0-4744-80a4-d750a3cb9334","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"3","1","Midazolam","Paracetamol",,,,"3","1,2","2","2","2","2",,"3,4,6","1","2","1","2","3","3","2","4","1","1,5","1,5,8",,,"3",,,,,,,,"7",,"4"
"CH","Pediatrics (excluding surgery) - Psychiatry",,"3140ea06-e849-4007-9ca7-3c7b6a47a3db","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","2",,,,,,"2","5",,,"1","2",,"4","1","1","1","2","3","3","1",,,,,,,,,,,,,,,,,
"DK","Anesthesiology",,"89b2d4c2-d623-4482-80d6-08059119436b","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"6","2",,,,,,"3","5",,,"3","2",,"4,5,6","1","1","1","1","1","4","2",,,,,,,,,,,,,,,,,
"DK","General Practice (GP)",,"e6d6dc2e-e66b-4f37-914c-bbd70ba7e8e2","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","5","2",,,,,,"1","5",,,"2","1","3","1,2,3,4","2","2","1","1","3","3","2","4",,,,,,,,,,"1",,,,,,
"DK","Obstetrics & Gynecology",,"4cbfe8da-3b35-4ea8-857b-6378193906ee","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"2","2",,,,,,"3","5",,,"2","1","4","4,5","2","1","2","2","2","6","2",,,,,,,,,,,"1",,,,,,
"DK","Psychiatry",,"777d188c-689d-43d1-a616-a56318da9eea","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","4","1","klorokin",,,,,"1","5",,,"1","2",,"4","2","1","3","3","3","6","2",,,,,,,,,,,"2",,,,,,
"DK","Oncology",,"e9f4c0f5-5c67-4556-952f-6feee07a774a","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"3","1","x",,,,,"2","5",,,"1","2",,"3","2","1","2","2","3","4","1",,,,,,,,,,,"3",,,,,,
"DK","Oncology",,"66576d60-2caf-4ace-aa75-d337fc711e9c","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","5","6","1","propofol",,,,,"3","5",,,"2","2",,"4,5","2","1","1","1","1","5","2",,,,,,,,,,,"2",,,,,,
"NO","General Practice (GP)",,"52a4ecb5-965e-46aa-b8fd-e2081973b132","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","6","1","Hydroxychloroquin",,,,,"1","1","3","2","1","2",,"4","2","1","3","2","2","6","2",,,,,,,,,,,"1",,,,,,
"NO","Cardiology",,"89506639-0e10-4c71-a0bd-b9c64a9c23e4","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","5","4","1","no one",,,,,"2","5",,,"3","1","3","4","2","1","3","3","3","1","2",,,,,,,,,,,"3",,,,,,
"NO","General Practice (GP)","Oslo","8596a407-884b-4766-b370-87280a0bfd3d","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","1",-1,"3","2",,,,,,"3","1","2","2","2","1","4","3,4,5,6","1","2","1","1","3","3","2","5",,,,,,,,,,,,,,,,
"GR","Obstetrics & Gynecology",,"3c574d88-a143-4f1e-91ba-cf8754fe322d","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"4","2",,,,,,"3","5",,,"1","1","5","1,2,3,4,5","2","1","1","1","1","3","2",,,,,,,,,,,"2",,,,,,
"GR","Internal Medicine",,"7fd8e969-d388-43ec-ab6b-eebbec1a4663","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","3","1","No problem",,,,,"1","1","5","2","1","1","3","4","1","1","3","3","2","1","1",,,,,,,,,,,,,,,,,
"GR","General Practice (GP)",,"8730bcdc-779a-494f-9bf2-d5567f64db3e","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","1",-1,"4","1","AZITHROMYCIN",,,,,"1","1","3","4","2","2",,"1,4,6","2","1","1","1","1","1","2",,,,,,,,,,,"1",,,,,,
"GR","Orthopedic Surgery","Attiki","1883e328-5c1e-49e7-b2c2-d309e6cdcb51","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"3","1","Chlorokine",,,,,"1","5",,,"1","1","3","2","2","2","3","3","2","3","2","2",,,,,,,,,,"1",,,,,,
"GR","Orthopedic Surgery",,"e121abcb-113e-4bd2-a3ed-6b48f58875b9","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"3","2",,,,,,"3","1","2","2","2","1","2","1,4,5,6","2","2","1","1","2","6","2","5",,,,,,,,,,"2",,,,,,
"GR","Pathology","Attiki","8f8ce00f-58b0-4d2e-9da3-10f0a55a852b","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","1","chlorocine","azithromycin","prednizolone",,,"2","1","2","4","1","1","3","3","1","1","1","2","1","3","2",,,,,,,,,,,,,,,,,
"GR","Anesthesiology","Attiki","1da62b59-e2ca-4c51-a0b6-453f74b7f635","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"3","2",,,,,,"2","4",,,"2","1","2","1,4,5,6","2","2","1","1","2","6","1","3",,,,,,,,,,"1",,,,,,
"GR","General Surgery",,"549141f2-36f1-48bf-b91d-e7af27ad11bd","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","4","2",,,,,,"3","5",,,"3","1","1","3,4,5,6","2","2","1","1","3","4","2","1",,,,,,,,,,"1",,,,,,
"GR","Internal Medicine",,"21f456f2-a429-4f2e-a6ee-a251365ea75d","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","6","1","Hydroxychloroquine","Rembesivire",,,,"1","1,3","2","4","3","1","3","1,3,5,6","2","2","2","2","2","2","2","4","1","2,4","3,6,7","3","3",,"3",,"1,2","1","2",,,,"3",
"GR","General Practice (GP)","Rodopi","03d7b25c-72fb-43e4-9c52-56ab05f19ece","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","7","6","1","Azithromycın","Oseltamivir","Chlorokine",,,"2","1","3","3","1","1","2","4,5,6","1","1","3","2","2","6","1",,,,,,,,,,,,,,,,,
"GR","Intensive Care / Critical Care Medicine","Attiki","18328598-c76d-4691-90c9-3dbbe3b76579","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","1","4","2",,,,,,"2","1,3","2","2","1","1","3","4,5,6","2","2","1","1","1","6","1","1","3","2,4","2,4",,"5",,,,"1","2","5",,,,,
"GR","Pediatrics (excluding surgery)",,"5dbe2515-34fa-483d-bb6b-cdcebe0275ef","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","3","1","zithromax","plakenyl",,,,"2","1","3","3","2","1","3","2","2","1","1","1","1","1","1",,,,,,,,,,,"1",,,,,,
"GR","Otolaryngology (ORL / ENT)",,"2cc363fc-0728-451a-942c-dcbd434260f3","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"3","2",,,,,,"3","1,2","3","3","1","2",,"4,5,6","1","2","2","2","3","3","2","5","1","12","2,4,9",,"7",,,"7","none",,"7",,,,,
"GR","Cardiology",,"c86bbd44-2352-4972-90e8-4640c55ed109","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","3","3","1","Colchicine","Frumil","Januvia",,,"2","1","4","4","1","2",,"1,3,4,5,6","1","2","3","3","3","6","1","1",,,,,,,,,,,,,,,,
"GR","General Practice (GP)","Thessaloniki","29407e1e-de65-49e1-a694-015bf055c655","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","7","7","2",,,,,,"1","1","3","3","1","2",,"3","1","2","2","2","2","5","1","4",,,,,,,,,,,,,,,,
"GR","Cardiology - Interventional Cardiology","Attiki","127e1462-e4d8-4996-affb-c34ba214b90b","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","3","2","5","1","colchicine",,,,,"1","1","2","2","2","1","3","3,6","1","1","2","1","2","3","2",,,,,,,,,,,,,,,,,
"GR","Anesthesiology",,"c07d5ba0-f5b6-4664-88ff-93911643c901","Completed","5b28a197-453c-4ece-87f8-0d511905f6fe","Share your opinions & medical knowledge on COVID-19","2",0,"4","1","antiviral drugs",,,,,"3","5",,,"1","1","5","1,3,5","1","2","2","2","1","1","1","5",,,,,,,,,,,,,,,,
